	Po-054	Po-058	Po-094	Po-106	Po-110	Po-116	Po-118	Po-124	Po-134	Po-136	Po-144	Po-156	Po-176	Po-182	Po-186	Po-190	Po-194	Po-214	Po-218	Po-222	Po-228	Po-230	Po-232	Po-234	
Pocillopora131782667	0	1	0	5	0	0	0	0	0	0	8	3	6	4	0	0	0	4	0	0	3	4	0	0	
Pocillopora131782668	0	0	3	12	0	0	0	0	2	1	10	5	3	9	0	0	0	3	0	0	1	4	0	1	
Pocillopora131782670	3	12	13	0	0	0	0	0	5	0	36	11	16	25	2	0	0	11	0	0	6	4	0	7	
Pocillopora131782671	9	0	0	1	0	0	0	0	1	0	10	7	15	2	4	0	0	6	0	0	0	8	0	3	
Pocillopora131782672	31	53	78	61	0	0	0	0	25	2	271	122	376	235	39	0	0	202	17	0	102	147	20	81	
Pocillopora131782673	3	5	2	12	0	0	0	0	2	6	23	6	18	7	7	0	0	10	0	0	4	10	0	2	
Pocillopora131782674	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	
Pocillopora131782678	3	1	2	1	0	0	0	0	3	0	3	4	4	4	6	0	0	1	0	0	0	1	0	2	
Pocillopora131782680	0	17	7	14	0	0	0	0	4	4	29	29	33	28	16	1	0	16	18	0	15	12	0	21	
Pocillopora131782681	15	12	10	17	0	0	0	0	31	2	65	43	72	26	14	0	0	46	6	0	14	13	1	18	
Pocillopora131782682	0	6	2	0	8	0	0	0	0	0	9	13	6	12	2	0	0	7	0	0	5	1	0	7	
Pocillopora131782683	0	10	10	4	0	0	0	0	4	0	14	22	24	11	1	0	0	14	4	0	5	9	1	5	
Pocillopora131782684	1	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	1	0	0	0	1	0	0	
Pocillopora131782686	0	0	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	4	0	0	0	1	0	0	
Pocillopora131782687	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	7	0	0	0	
Pocillopora131782688	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782689	11	2	1	0	0	0	0	0	0	0	3	6	2	0	0	0	0	2	0	0	0	0	0	0	
Pocillopora131782691	81	132	142	123	0	4	0	0	139	47	294	168	302	216	96	0	2	212	33	0	169	168	26	153	
Pocillopora131782693	5	3	0	1	0	0	0	0	0	0	2	3	5	2	0	0	0	1	0	0	0	1	0	5	
Pocillopora131782699	15	21	18	18	2	0	0	0	14	0	52	33	49	28	11	0	0	27	0	0	2	17	5	19	
Pocillopora131782703	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	
Pocillopora131782705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Pocillopora131782706	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782717	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782724	0	0	0	0	0	0	0	0	3	0	7	11	15	12	1	0	0	3	0	0	2	10	0	0	
Pocillopora131782727	3	5	2	3	0	0	0	0	1	0	13	14	22	8	4	0	0	10	0	0	1	10	2	4	
Pocillopora131782729	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782731	0	0	0	3	0	0	0	0	4	0	10	11	10	10	5	0	0	11	0	0	2	2	0	6	
Pocillopora131782732	0	2	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	4	
Pocillopora131782733	0	5	4	2	0	0	0	0	4	0	5	15	18	9	3	0	0	11	0	0	1	4	0	12	
Pocillopora131782741	5	6	5	4	0	0	0	0	4	1	12	14	23	16	2	0	0	9	2	0	2	6	5	14	
Pocillopora131782745	17	13	14	2	0	0	0	0	14	0	11	14	18	11	9	0	0	14	0	0	0	3	0	22	
Pocillopora131782747	0	4	1	7	0	0	0	0	8	4	10	38	29	20	22	0	0	17	7	0	3	40	9	19	
Pocillopora131782749	15	9	10	35	1	0	0	0	42	12	23	51	60	18	63	0	0	48	9	0	9	45	19	58	
Pocillopora131782750	0	2	0	12	0	0	0	0	1	0	1	1	0	3	0	0	0	0	0	0	0	1	0	27	
Pocillopora131782751	0	0	3	3	0	0	0	0	0	0	6	4	5	4	0	0	0	1	0	0	9	8	0	0	
Pocillopora131782755	45	79	57	40	2	0	4	2	31	6	112	78	94	87	23	0	1	58	40	0	55	65	12	38	
Pocillopora131782756	9	1	1	8	0	0	0	0	14	1	2	31	2	6	4	1	0	9	2	0	5	5	0	13	
Pocillopora131782759	2	1	3	2	0	0	0	0	0	0	5	7	9	11	1	0	0	10	0	0	1	2	0	4	
Pocillopora131782762	0	0	0	1	0	0	0	0	1	0	13	7	4	4	11	0	0	9	4	0	0	4	0	1	
Pocillopora131782770	5	19	15	6	0	0	0	0	14	0	58	13	46	47	5	0	0	22	8	0	1	8	0	20	
Pocillopora131782771	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	
Pocillopora131782774	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782779	6	0	6	0	0	0	0	0	0	0	3	5	27	29	15	0	0	12	0	0	12	8	0	3	
Pocillopora131782780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
Pocillopora131782781	45	33	22	65	14	0	0	0	135	1	142	271	179	141	77	0	0	143	46	0	38	76	19	244	
Pocillopora131782782	0	0	0	0	0	0	0	0	5	2	6	11	9	3	1	0	0	4	1	0	0	4	0	4	
Pocillopora131782785	0	0	4	6	0	0	0	0	2	7	6	4	11	4	0	0	0	4	0	0	0	2	2	4	
Pocillopora131782789	0	2	1	0	0	0	0	0	0	0	1	4	8	5	0	0	0	4	0	0	6	4	0	0	
Pocillopora131782790	1	1	0	0	0	0	0	0	4	0	2	2	6	1	1	0	0	5	0	0	5	1	2	2	
Pocillopora131782792	0	0	0	1	0	0	0	0	0	2	3	3	4	2	0	0	0	3	3	0	6	5	0	4	
Pocillopora131782793	1	2	6	3	0	0	0	0	0	3	4	10	15	7	10	0	0	6	1	0	4	3	0	6	
Pocillopora131782794	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	
Pocillopora131782798	34	38	19	42	0	2	0	0	43	4	39	120	76	68	23	0	0	41	24	0	18	59	16	68	
Pocillopora131782800	1	0	9	0	0	0	0	0	6	0	16	25	22	12	4	0	0	18	0	0	12	8	1	3	
Pocillopora131782803	30	8	68	8	0	0	0	0	79	0	120	145	199	98	57	0	0	118	8	0	49	95	21	50	
Pocillopora131782811	3	0	0	3	0	0	0	0	7	0	10	36	12	3	9	0	0	7	0	0	0	8	1	7	
Pocillopora131782817	0	0	0	0	0	0	0	0	2	0	0	1	1	2	2	0	0	3	0	0	0	4	0	6	
Pocillopora131782819	0	1	3	4	0	0	0	0	3	0	2	21	11	2	9	0	0	10	4	0	0	4	3	23	
Pocillopora131782821	0	0	1	0	0	0	0	0	2	0	8	11	28	3	3	0	0	7	5	0	7	6	1	2	
Pocillopora131782822	0	0	0	0	0	0	0	0	0	0	0	4	6	1	4	0	0	0	8	0	0	0	0	14	
Pocillopora131782823	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	
Pocillopora131782824	0	0	0	0	0	0	0	0	0	0	2	2	2	4	0	0	0	2	0	0	0	0	0	0	
Pocillopora131782828	2	2	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	0	0	0	2	0	3	
Pocillopora131782829	0	6	1	1	0	0	0	0	0	0	7	7	8	13	2	0	0	10	0	0	1	5	1	5	
Pocillopora131782832	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	1	0	0	0	0	0	3	
Pocillopora131782839	22	11	14	15	2	0	0	0	7	1	33	33	53	32	3	0	0	24	13	0	5	16	0	21	
Pocillopora131782843	0	1	0	8	0	0	0	0	1	0	1	2	0	0	3	0	0	1	17	0	0	0	0	6	
Pocillopora131782849	0	2	11	6	0	0	0	0	7	0	30	5	17	10	1	0	0	3	0	0	4	4	0	6	
Pocillopora131782850	1	12	9	7	0	0	0	0	2	0	22	13	23	8	9	0	0	15	9	0	0	7	0	11	
Pocillopora131782851	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782852	0	1	4	0	0	0	0	0	0	0	14	6	7	7	2	0	0	3	0	0	0	2	0	5	
Pocillopora131782853	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782854	2	7	0	7	0	0	0	0	2	1	5	4	6	2	0	0	0	3	0	0	3	5	0	14	
Pocillopora131782855	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	0	0	0	0	0	0	0	0	0	
Pocillopora131782856	0	0	0	0	0	0	0	0	3	0	0	3	5	3	1	0	0	0	0	0	0	0	0	1	
Pocillopora131782857	13	1	3	3	0	0	0	0	13	0	26	14	20	8	7	0	0	6	0	0	9	6	1	14	
Pocillopora131782859	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	3	
Pocillopora131782860	0	0	0	5	0	0	0	0	0	0	6	3	6	2	0	0	0	2	0	0	0	0	0	1	
Pocillopora131782861	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	
Pocillopora131782862	4	0	2	5	0	0	0	0	6	1	8	36	17	13	11	0	0	13	0	0	11	10	0	4	
Pocillopora131782863	0	8	3	10	0	0	0	0	0	0	9	8	23	4	1	0	0	15	11	0	8	11	5	12	
Pocillopora131782865	7	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782866	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	0	0	0	1	0	0	
Pocillopora131782868	0	0	0	1	0	0	0	0	0	1	0	4	1	1	1	0	0	0	2	0	0	0	0	0	
Pocillopora131782870	4	0	0	0	0	0	0	0	0	0	1	0	6	2	1	0	0	0	0	0	6	0	0	3	
Pocillopora131782871	0	3	0	5	0	0	0	0	9	0	8	16	19	12	4	0	0	14	1	0	0	8	0	4	
Pocillopora131782872	0	0	0	0	0	0	0	0	5	2	4	2	5	7	0	0	0	4	0	0	1	3	0	1	
Pocillopora131782874	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	2	0	0	0	0	0	0	
Pocillopora131782875	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782877	0	1	1	1	0	0	0	0	1	0	5	4	7	7	0	5	0	6	0	0	0	4	0	3	
Pocillopora131782878	9	7	24	12	0	0	0	0	11	4	72	43	67	41	16	0	0	38	14	0	11	20	15	30	
Pocillopora131782879	7	1	12	23	5	0	0	0	9	0	38	29	39	22	8	0	0	24	2	0	8	23	0	3	
Pocillopora131782880	84	73	70	125	6	0	0	0	66	9	118	142	193	153	40	5	0	123	57	0	99	105	30	94	
Pocillopora131782882	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782883	12	11	16	10	0	0	0	0	8	3	56	16	48	32	5	0	0	30	0	0	9	32	4	10	
Pocillopora131782894	0	0	0	0	0	0	0	0	1	0	3	1	1	1	0	0	0	2	0	0	7	0	0	0	
Pocillopora131782896	0	0	0	0	0	0	0	0	0	0	6	0	10	1	1	0	0	2	0	0	0	0	0	1	
Pocillopora131782901	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782907	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782909	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782911	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	
Pocillopora131782916	0	1	4	3	0	0	0	0	3	0	13	19	19	14	10	0	0	14	0	0	10	11	9	4	
Pocillopora131782917	0	2	2	0	0	0	0	0	6	0	6	10	8	13	9	0	0	5	0	0	3	10	0	0	
Pocillopora131782942	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782946	16	40	26	29	0	0	0	0	8	49	32	32	46	34	28	0	0	36	42	0	25	42	6	105	
Pocillopora131782949	0	2	0	0	0	0	0	0	1	0	0	6	7	0	2	0	0	0	0	0	0	0	0	2	
Pocillopora131782954	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782955	0	3	3	0	0	0	0	0	1	0	6	1	1	5	0	0	0	4	0	0	0	5	0	0	
Pocillopora131782957	5	6	11	7	0	0	0	0	26	0	31	46	55	22	7	0	0	35	0	0	3	30	0	23	
Pocillopora131782962	1	3	6	8	0	0	0	0	2	1	14	13	19	12	8	3	2	16	0	0	6	13	6	10	
Pocillopora131782963	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782964	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
Pocillopora131782972	0	2	0	0	0	0	0	0	3	3	2	1	1	0	0	0	0	2	0	0	0	2	0	1	
Pocillopora131782973	0	0	6	0	0	0	0	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	6	3	
Pocillopora131782974	1	0	0	0	0	0	0	0	1	0	7	9	7	5	0	0	0	4	0	0	0	2	0	4	
Pocillopora131782975	95	47	66	83	1	0	1	0	101	9	442	229	386	277	74	0	0	166	26	0	47	94	6	72	
Pocillopora131782976	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
Pocillopora131782977	0	0	0	0	0	0	0	0	0	0	4	6	0	1	0	0	0	1	0	0	1	2	0	0	
Pocillopora131782979	1	0	0	2	0	0	0	0	0	0	2	2	1	2	0	0	0	1	0	0	0	0	0	0	
Pocillopora131782980	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	0	0	0	1	0	2	
Pocillopora131782981	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	1	
Pocillopora131782982	0	0	0	1	0	0	0	0	2	0	8	4	3	4	4	0	0	5	0	0	1	1	3	2	
Pocillopora131782983	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782984	0	4	3	5	0	0	0	0	5	0	7	5	6	4	0	0	0	4	0	0	0	0	0	7	
Pocillopora131782985	5	1	0	7	0	0	0	0	0	0	0	7	4	5	2	0	0	0	10	0	3	1	0	2	
Pocillopora131782986	11	9	5	28	0	0	0	0	11	9	32	49	42	16	4	0	0	36	1	0	2	19	0	26	
Pocillopora131782988	0	2	0	0	0	0	0	0	1	0	2	1	1	1	1	0	0	0	0	0	0	3	0	6	
Pocillopora131782989	47	88	77	59	15	0	0	0	88	23	143	198	172	135	81	0	1	123	74	0	48	87	22	158	
Pocillopora131782990	5	1	0	0	0	0	0	0	4	0	5	2	18	11	6	0	0	8	0	0	7	7	0	4	
Pocillopora131782991	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	
Pocillopora131782992	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131782996	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	
Pocillopora131783005	3	0	5	11	0	0	0	0	3	0	4	7	6	2	7	0	0	6	0	0	1	5	2	8	
Pocillopora131783006	0	5	1	3	0	0	0	0	14	0	12	19	11	8	13	0	0	8	0	0	12	8	0	9	
Pocillopora131783007	19	28	24	22	0	0	0	0	49	0	94	65	99	72	24	0	0	109	8	0	29	78	7	52	
Pocillopora131783008	41	46	19	56	1	0	0	0	30	9	72	40	88	59	16	0	0	46	15	0	23	41	8	33	
Pocillopora131783009	0	0	0	0	0	0	0	0	1	0	1	9	3	0	0	0	0	3	1	0	0	2	0	2	
Pocillopora131783010	0	0	8	0	0	0	0	0	4	0	5	13	14	11	1	0	0	5	0	0	4	5	0	4	
Pocillopora131783011	0	2	6	6	0	0	0	0	18	0	21	11	14	15	2	0	0	8	0	0	3	10	0	6	
Pocillopora131783012	0	0	0	0	0	0	0	0	1	0	0	0	1	2	2	0	0	2	0	0	0	0	0	0	
Pocillopora131783014	3	0	0	7	0	0	0	0	0	0	2	2	6	1	1	0	0	1	0	0	0	0	0	3	
Pocillopora131783015	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783016	0	9	2	2	0	0	0	0	0	0	3	2	6	8	9	0	0	6	0	0	0	8	0	2	
Pocillopora131783017	16	16	23	15	0	0	0	0	19	0	39	46	48	20	7	0	0	24	12	0	16	33	6	24	
Pocillopora131783019	1	0	0	4	0	0	0	0	1	0	15	18	11	11	3	0	0	8	0	0	0	2	0	4	
Pocillopora131783020	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	
Pocillopora131783021	0	14	2	19	0	0	0	0	6	0	32	17	36	24	8	0	0	26	2	0	0	11	0	14	
Pocillopora131783022	17	7	10	19	0	0	0	0	9	0	22	32	27	27	14	0	0	10	1	0	1	20	0	13	
Pocillopora131783023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
Pocillopora131783025	1	0	0	0	0	0	0	0	1	0	4	1	2	2	0	0	0	0	0	0	5	3	0	1	
Pocillopora131783026	0	2	2	0	0	0	0	0	2	0	11	7	13	3	6	0	0	4	0	0	1	2	0	8	
Pocillopora131783027	109	120	167	68	1	0	0	0	31	11	327	149	323	271	94	1	0	235	24	0	115	150	22	111	
Pocillopora131783028	0	3	0	0	0	0	0	0	0	0	2	4	7	4	0	0	0	2	0	0	0	7	0	1	
Pocillopora131783029	0	0	4	0	0	0	0	0	1	1	7	1	17	8	3	0	0	3	2	0	0	2	0	6	
Pocillopora131783031	0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	6	0	1	
Pocillopora131783032	35	39	43	41	0	0	0	0	36	11	104	82	140	59	24	0	1	87	19	0	35	71	6	105	
Pocillopora131783033	0	3	0	9	0	0	0	0	3	1	17	1	8	17	1	0	0	9	0	0	0	10	0	5	
Pocillopora131783034	0	1	10	10	0	0	0	0	10	1	26	11	12	11	6	1	0	6	0	0	19	7	4	6	
Pocillopora131783035	0	2	0	1	0	0	0	0	0	4	10	14	4	10	4	0	0	12	0	0	1	6	1	1	
Pocillopora131783036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Pocillopora131783037	11	8	13	21	0	0	0	0	16	0	21	23	24	15	22	0	0	33	6	0	15	12	0	15	
Pocillopora131783038	0	0	2	4	0	0	0	0	2	0	13	8	4	0	0	0	0	0	0	0	0	3	1	2	
Pocillopora131783039	1	2	3	2	0	0	0	0	2	0	7	12	14	8	2	0	0	12	0	0	0	6	7	7	
Pocillopora131783040	3	2	3	2	0	0	0	0	1	0	4	5	7	8	3	0	0	4	0	0	1	4	0	1	
Pocillopora131783041	0	0	0	0	0	0	0	0	4	0	6	2	8	3	0	0	0	4	0	0	1	2	0	4	
Pocillopora131783045	119	201	5	60	1	0	0	0	16	1	13	138	16	1	17	0	0	18	0	0	0	3	1	11	
Pocillopora131783046	1	2	0	5	0	0	0	0	0	0	2	1	1	4	0	0	0	5	1	0	0	3	0	2	
Pocillopora131783047	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783050	0	0	0	0	0	0	0	0	1	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	
Pocillopora131783053	10	7	10	10	0	0	0	0	47	6	10	78	30	11	29	0	0	55	18	0	2	32	14	84	
Pocillopora131783057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131783064	2	4	4	4	0	0	0	0	1	0	18	2	10	5	5	0	0	13	1	0	3	7	0	3	
Pocillopora131783067	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783075	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783077	4	0	2	4	0	0	0	0	9	8	1	11	3	2	0	0	0	5	4	0	1	5	6	9	
Pocillopora131783078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Pocillopora131783079	0	0	0	1	1	0	0	0	0	0	0	4	3	0	0	0	0	5	0	0	11	1	0	0	
Pocillopora131783090	0	2	1	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	1	3	0	0	
Pocillopora131783095	0	0	0	0	0	0	0	0	0	0	4	0	0	2	2	0	0	2	0	0	0	2	0	0	
Pocillopora131783101	0	4	2	2	0	0	0	0	2	0	8	9	14	4	4	0	0	5	8	0	7	12	0	5	
Pocillopora131783102	1	1	2	2	0	0	0	0	0	0	6	1	5	1	1	0	0	0	0	0	1	1	0	0	
Pocillopora131783103	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	
Pocillopora131783107	32	57	32	52	6	0	0	0	18	31	43	107	55	34	49	4	0	64	15	5	13	45	3	80	
Pocillopora131783108	0	6	5	8	0	0	0	0	20	0	14	14	12	14	0	0	0	9	0	0	3	12	1	5	
Pocillopora131783113	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	
Pocillopora131783118	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	
Pocillopora131783121	0	6	1	4	0	0	0	0	0	2	1	3	2	0	2	0	0	0	4	0	0	1	0	13	
Pocillopora131783122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Pocillopora131783123	1	1	0	16	0	0	0	0	3	0	4	10	7	8	6	0	0	5	7	0	1	1	0	1	
Pocillopora131783124	3	4	6	2	3	0	0	0	0	4	4	18	3	2	3	0	0	3	1	0	0	2	3	6	
Pocillopora131783125	6	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783126	0	0	0	0	0	0	0	0	0	0	2	2	0	5	1	0	0	1	0	0	2	2	0	1	
Pocillopora131783128	0	3	0	0	0	0	0	0	0	0	1	3	1	0	3	0	0	0	0	0	0	0	0	3	
Pocillopora131783129	0	3	0	0	0	0	0	0	5	0	7	3	3	0	0	0	0	3	0	0	9	3	0	8	
Pocillopora131783130	0	1	0	0	0	0	0	0	1	1	4	3	11	2	1	0	0	0	0	0	3	2	0	1	
Pocillopora131783131	0	0	0	0	0	0	0	0	0	0	9	2	6	7	0	0	0	2	0	0	0	0	0	3	
Pocillopora131783133	2	5	5	0	0	0	0	0	6	1	11	25	20	6	10	0	0	9	0	0	0	2	1	8	
Pocillopora131783134	11	4	1	8	0	0	0	0	17	0	13	23	29	7	15	0	0	18	5	0	6	12	0	15	
Pocillopora131783136	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
Pocillopora131783137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Pocillopora131783141	0	5	1	0	0	0	0	0	2	1	2	5	4	4	0	0	0	6	0	0	0	2	6	7	
Pocillopora131783142	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783144	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	1	0	3	
Pocillopora131783147	6	1	1	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	5	0	
Pocillopora131783150	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783151	4	4	14	2	0	0	0	0	16	0	12	46	38	22	6	0	0	38	16	0	1	10	0	18	
Pocillopora131783153	5	0	0	0	0	0	0	0	2	0	11	2	18	5	0	0	0	2	0	0	0	0	0	3	
Pocillopora131783154	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783162	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	
Pocillopora131783165	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	
Pocillopora131783169	0	0	1	0	0	0	0	0	1	0	5	2	4	3	0	0	0	1	0	0	0	0	0	1	
Pocillopora131783171	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783175	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783178	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783179	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783180	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783183	3	0	0	4	0	0	0	0	1	0	2	4	6	1	3	0	0	2	7	0	1	3	2	4	
Pocillopora131783185	2	6	4	4	0	0	0	0	6	0	8	8	9	4	0	0	0	7	18	0	0	6	0	2	
Pocillopora131783186	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783193	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783194	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783196	0	0	0	0	0	0	0	0	5	0	2	4	2	0	2	0	0	3	0	0	0	1	0	4	
Pocillopora131783197	2	2	0	0	0	0	0	0	3	0	11	3	13	17	12	0	0	1	0	0	9	7	0	2	
Pocillopora131783203	0	0	0	1	0	0	0	0	1	0	3	7	1	5	3	0	0	3	0	0	0	0	0	1	
Pocillopora131783204	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pocillopora131783206	6	8	25	12	0	0	0	0	15	5	22	29	31	37	17	0	0	18	0	0	17	15	0	12	
Pocillopora131783207	1	0	0	3	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	
Pocillopora131783208	6	4	0	5	0	0	0	0	4	0	6	5	9	16	1	0	0	3	0	0	0	7	0	4	
Pocillopora131783209	0	1	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	6	
Pocillopora131783210	0	1	0	0	0	0	0	0	4	0	2	4	9	3	0	0	0	4	0	0	0	3	0	4	
Pocillopora131783211	0	0	4	3	0	0	0	0	4	0	2	7	13	3	2	0	0	4	2	0	3	2	0	1	
Pocillopora131783212	0	4	8	0	0	0	0	0	4	0	13	4	15	11	4	0	0	7	6	0	4	5	0	10	
Pocillopora131783213	16	3	3	6	0	0	0	0	2	8	12	7	24	9	1	0	0	6	0	0	0	2	0	10	
Pocillopora131783214	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	1	0	0	0	1	0	0	
