	Po-054	Po-058	Po-094	Po-106	Po-110	Po-116	Po-118	Po-124	Po-134	Po-136	Po-144	Po-156	Po-176	Po-182	Po-186	Po-190	Po-194	Po-214	Po-218	Po-222	Po-228	Po-230	Po-232	Po-234	
Durusdinium44582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
Durusdinium44583	0	0	3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	
Durusdinium44584	0	1	18	14	0	0	0	0	8	0	20	45	42	35	42	0	0	28	2	0	15	14	1	45	
Durusdinium44585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
Durusdinium44586	7	0	2	4	0	0	0	0	2	0	3	5	7	12	4	0	0	14	0	0	1	2	0	3	
Durusdinium44590	0	1	4	9	0	0	0	0	18	4	7	8	10	18	9	0	0	10	0	0	15	16	17	22	
Durusdinium44592	0	0	0	0	0	0	0	0	4	0	14	12	6	3	10	0	0	7	0	0	0	4	0	10	
Durusdinium44596	0	2	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	2	0	0	0	0	0	2	
Durusdinium44597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium44599	0	0	0	0	0	0	0	0	1	0	4	3	0	2	1	0	0	5	0	0	0	4	0	4	
Durusdinium4460	0	0	3	0	0	0	0	0	2	0	1	4	1	0	0	0	0	4	0	0	0	0	0	6	
Durusdinium44600	0	0	5	0	0	0	0	0	7	6	3	4	1	4	3	0	0	4	0	0	1	2	0	3	
Durusdinium44603	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	
Durusdinium44605	0	0	3	4	0	0	0	0	2	0	5	16	15	9	12	0	0	13	0	0	0	7	0	13	
Durusdinium44608	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	2	
Durusdinium44609	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	
Durusdinium44615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
Durusdinium4462	0	0	1	0	0	0	0	0	1	0	0	1	0	0	3	0	0	6	2	0	0	1	0	4	
Durusdinium44621	1	2	0	1	0	0	0	0	8	0	5	2	2	3	8	0	0	2	3	0	0	4	0	0	
Durusdinium44622	0	0	0	0	0	0	0	0	2	0	0	2	1	2	4	0	0	2	0	0	0	0	0	4	
Durusdinium44626	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44632	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	
Durusdinium44633	0	0	0	0	0	0	0	0	2	2	2	5	2	1	0	0	0	1	0	0	0	1	0	9	
Durusdinium44634	0	0	3	2	0	0	0	0	14	0	4	13	9	22	1	0	0	17	0	0	6	15	0	16	
Durusdinium44635	0	2	5	15	0	0	0	0	9	3	2	7	6	4	4	0	0	9	0	0	4	4	3	7	
Durusdinium44636	1	1	1	0	0	0	0	0	10	0	9	9	13	6	6	0	0	15	2	0	4	6	1	15	
Durusdinium44639	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44644	3	0	9	5	0	0	0	0	22	2	19	29	17	18	12	0	0	14	0	0	0	15	0	36	
Durusdinium44645	0	0	3	0	0	0	0	0	2	0	1	4	0	2	0	0	0	2	1	0	0	0	0	1	
Durusdinium44648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	
Durusdinium44652	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44655	1	15	14	11	0	0	0	0	25	8	10	21	14	29	31	0	0	25	8	0	30	10	0	46	
Durusdinium44660	3	0	3	4	0	0	0	0	14	0	2	13	5	8	1	0	0	11	0	0	0	3	2	7	
Durusdinium44667	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44668	0	0	0	0	0	0	0	0	3	0	2	3	0	6	0	0	0	1	0	0	0	2	0	5	
Durusdinium44670	0	0	0	0	0	0	0	0	4	0	6	4	2	1	5	0	0	2	0	0	10	5	0	3	
Durusdinium44674	0	7	13	5	0	0	0	0	9	11	6	11	4	24	17	0	0	6	0	0	0	14	0	13	
Durusdinium44677	2	2	13	5	0	3	0	0	10	7	18	11	20	18	23	0	0	35	6	0	41	20	1	28	
Durusdinium4468	24	12	20	28	0	0	0	0	131	7	85	170	121	126	112	0	0	104	25	0	28	63	21	170	
Durusdinium44682	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	
Durusdinium44685	0	0	6	3	0	0	0	0	4	0	5	17	7	1	15	0	0	12	5	0	0	2	0	20	
Durusdinium44692	0	0	0	0	0	0	0	0	4	0	3	8	1	4	3	0	0	3	0	0	0	2	0	2	
Durusdinium447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	
Durusdinium4470	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	
Durusdinium44708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	
Durusdinium4471	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	4	
Durusdinium44710	0	0	0	4	0	0	0	0	1	0	3	5	0	5	2	0	0	5	0	0	0	0	1	4	
Durusdinium44719	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium4472	0	2	1	1	0	0	0	0	2	0	2	6	3	3	7	0	0	4	0	0	0	3	0	5	
Durusdinium44721	0	0	1	4	0	0	0	0	3	0	1	1	4	6	0	0	0	8	0	0	4	1	3	1	
Durusdinium44723	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	
Durusdinium44724	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44733	0	1	0	1	0	0	0	0	5	0	4	9	7	1	9	0	0	7	0	0	0	0	0	4	
Durusdinium44738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
Durusdinium44742	0	8	5	4	0	1	0	0	18	0	11	18	10	17	10	0	5	17	2	0	8	15	3	32	
Durusdinium4475	0	2	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	5	0	0	0	1	0	8	
Durusdinium44753	0	3	1	4	0	0	0	0	19	2	13	11	10	20	20	0	0	15	4	0	6	14	2	19	
Durusdinium44754	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44757	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	0	0	4	0	0	4	
Durusdinium4476	4	0	4	0	0	0	0	0	9	2	8	21	26	20	4	0	0	21	2	0	11	8	0	17	
Durusdinium44762	0	2	2	0	0	0	0	0	3	0	6	4	7	14	11	0	0	6	0	0	3	15	0	6	
Durusdinium44763	3	6	15	2	0	0	0	0	16	0	19	30	21	17	12	0	0	29	1	0	3	26	1	28	
Durusdinium44771	0	0	0	0	0	0	0	0	9	0	1	2	0	3	0	0	0	1	0	0	0	0	0	7	
Durusdinium44772	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44775	1	1	2	0	0	0	0	0	11	0	15	21	13	16	5	0	1	23	1	0	1	16	0	31	
Durusdinium4478	0	5	4	0	0	0	0	0	14	0	10	26	11	21	10	0	0	20	14	0	12	7	4	24	
Durusdinium44782	0	1	0	0	0	0	0	0	2	0	0	4	1	0	5	0	0	1	0	0	0	0	0	4	
Durusdinium44787	1	4	11	2	0	0	0	0	3	0	4	11	9	8	8	0	0	6	1	0	5	8	9	5	
Durusdinium4479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
Durusdinium44792	0	3	9	2	0	0	0	0	8	0	6	31	17	20	16	0	0	17	0	0	0	14	0	32	
Durusdinium44795	2	12	19	36	0	0	0	0	57	2	21	57	47	63	36	0	0	57	13	0	27	31	6	76	
Durusdinium44799	3	2	2	0	0	0	0	0	2	0	3	7	6	3	3	0	0	12	0	0	3	2	0	8	
Durusdinium44801	0	4	13	2	0	0	0	0	20	7	7	17	12	20	17	0	0	14	10	0	14	11	10	13	
Durusdinium44804	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44807	0	0	0	0	0	0	0	0	2	0	1	2	0	1	1	0	0	5	0	0	0	1	0	5	
Durusdinium44809	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	1	
Durusdinium44812	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44813	0	5	4	5	0	0	0	0	10	0	5	8	4	8	8	0	0	13	4	0	1	7	0	19	
Durusdinium44815	0	3	4	15	0	0	0	0	33	3	12	32	33	32	25	0	0	29	6	0	13	39	6	35	
Durusdinium44816	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44821	1	1	2	7	0	0	0	0	24	0	7	21	4	17	14	0	0	17	1	0	1	16	0	25	
Durusdinium44822	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium4483	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44834	0	0	2	6	0	0	0	0	3	0	8	9	4	15	6	0	0	10	0	0	0	4	4	17	
Durusdinium44839	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium4485	21	15	23	6	0	0	0	0	72	8	34	79	76	64	76	0	0	66	14	0	11	39	8	107	
Durusdinium44850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
Durusdinium44851	0	0	0	1	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	
Durusdinium44854	2	10	12	13	0	0	0	0	35	9	17	41	42	41	36	0	0	27	13	0	26	23	4	41	
Durusdinium44856	4	4	8	16	0	0	0	0	24	3	13	16	10	13	20	0	0	19	0	0	1	7	5	25	
Durusdinium44859	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44860	4	3	8	11	0	0	0	0	12	0	17	19	20	17	9	0	0	17	11	0	2	14	9	24	
Durusdinium44862	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium44865	3	0	1	0	0	0	0	0	7	0	0	6	3	6	2	0	0	5	0	0	1	5	3	7	
Durusdinium44867	0	2	0	0	0	0	0	0	15	0	4	10	3	4	3	0	0	7	5	0	0	0	0	2	
Durusdinium4487	0	4	0	1	0	0	0	0	16	0	8	31	16	8	12	0	0	12	0	0	3	17	0	24	
Durusdinium44874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium44876	1	0	1	0	0	0	0	0	1	2	3	2	3	0	5	0	0	4	0	0	6	3	0	6	
Durusdinium44877	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium44878	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	
Durusdinium4488	0	1	0	0	0	0	0	0	2	0	0	1	2	3	0	0	0	3	0	0	0	0	1	5	
Durusdinium44883	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium44885	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	3	0	2	1	
Durusdinium44887	0	0	4	1	0	0	0	0	2	0	5	4	2	3	3	0	0	7	0	0	0	1	0	13	
Durusdinium4489	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	
Durusdinium44890	1	2	1	0	0	0	0	0	1	0	3	2	5	3	7	0	0	3	0	0	3	5	1	8	
Durusdinium44894	0	0	1	0	0	0	0	0	6	5	3	10	10	1	10	0	0	5	0	0	3	4	0	11	
Durusdinium44895	0	0	1	1	0	0	0	0	3	0	8	4	4	4	6	0	0	6	0	0	1	7	0	9	
Durusdinium44898	0	7	0	0	0	0	0	0	13	1	7	11	16	19	9	0	0	16	0	0	0	19	2	18	
Durusdinium44903	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium44907	13	18	37	50	0	0	0	0	56	45	23	69	22	51	64	0	9	55	54	0	62	64	43	79	
Durusdinium44913	9	11	0	7	0	0	0	0	20	0	20	21	19	15	22	0	0	15	3	0	0	10	0	17	
Durusdinium44914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium44915	0	2	1	4	0	0	0	0	8	0	4	7	6	13	6	0	0	6	0	0	0	2	0	9	
Durusdinium44916	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium4492	0	0	0	0	0	0	0	0	4	0	3	1	0	4	7	0	0	3	0	0	2	1	0	7	
Durusdinium44924	0	0	4	0	0	0	0	0	2	0	0	1	2	4	0	0	0	4	0	0	0	4	0	1	
Durusdinium44929	5	2	0	1	0	0	0	0	14	0	5	15	10	7	18	0	0	15	0	0	9	1	0	16	
Durusdinium44933	0	0	0	0	0	0	0	0	1	0	2	2	3	3	0	0	0	2	0	0	0	1	0	2	
Durusdinium44935	0	5	3	1	0	0	0	0	15	0	6	11	7	8	7	0	0	16	1	0	3	4	0	12	
Durusdinium44938	0	0	1	0	0	0	0	0	3	0	6	7	5	7	0	0	0	5	0	0	0	2	0	5	
Durusdinium4494	0	1	9	5	0	0	0	0	26	0	8	27	18	22	18	0	0	23	0	0	8	23	1	37	
Durusdinium44940	2	2	4	0	0	0	0	0	8	1	2	6	6	8	10	0	0	9	1	0	0	5	0	12	
Durusdinium44941	3	0	0	2	0	0	0	0	2	0	0	3	4	7	0	0	0	2	0	0	0	2	0	1	
Durusdinium44946	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	4	
Durusdinium44948	1	9	30	22	0	0	0	0	54	3	28	53	39	32	40	0	0	40	24	0	10	45	11	43	
Durusdinium44954	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44958	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	
Durusdinium44962	0	0	0	2	0	0	0	0	1	0	0	8	8	7	0	0	0	4	5	0	0	0	0	12	
Durusdinium44964	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	
Durusdinium44968	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	2	0	0	0	0	0	0	
Durusdinium44971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
Durusdinium44972	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium44974	0	0	0	0	0	0	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium44976	1	4	0	3	0	0	0	0	31	9	3	19	13	10	31	0	0	22	1	0	9	21	0	22	
Durusdinium44979	3	2	1	4	0	0	0	0	8	0	6	14	10	11	5	0	0	9	0	0	7	13	0	11	
Durusdinium4498	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium44984	0	0	1	0	0	0	0	0	1	7	4	5	2	4	2	0	0	5	0	0	0	3	0	0	
Durusdinium44988	1	0	4	4	0	0	0	0	12	0	5	5	7	10	10	0	0	11	0	0	3	8	5	5	
Durusdinium44992	0	3	3	0	0	0	0	0	4	0	3	3	7	1	0	0	0	1	0	0	0	1	0	10	
Durusdinium44993	0	0	1	0	0	0	0	0	3	0	0	6	3	0	0	0	0	2	0	0	0	2	0	5	
Durusdinium44996	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	
Durusdinium44997	23	11	24	19	0	0	0	0	22	11	10	22	21	28	23	0	0	41	0	0	19	19	11	47	
Durusdinium44998	0	0	0	5	0	0	0	0	7	0	0	1	4	1	3	0	0	3	0	0	0	0	0	5	
Durusdinium450	0	0	0	0	0	0	0	0	1	0	4	6	6	2	3	0	0	7	0	0	0	3	0	13	
Durusdinium45000	0	2	1	0	0	0	0	0	4	0	7	5	10	7	3	0	0	12	0	0	0	3	0	12	
Durusdinium45002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium45003	10	9	14	0	0	0	0	0	20	2	18	29	17	35	29	0	0	32	6	0	5	19	2	44	
Durusdinium45004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium45009	6	10	3	0	0	0	0	0	19	0	20	31	41	52	14	0	0	45	0	0	5	21	3	41	
Durusdinium45011	0	0	0	0	0	0	0	0	3	0	1	1	1	2	0	0	0	0	0	0	0	0	0	1	
Durusdinium45024	0	13	44	23	0	0	0	0	87	10	47	101	90	81	51	0	0	74	0	0	12	51	10	113	
Durusdinium45044	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45048	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45052	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45053	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium4506	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45065	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium45078	13	10	14	7	0	0	0	0	29	0	14	23	12	32	24	0	0	26	1	0	4	8	0	49	
Durusdinium45079	4	3	2	0	0	0	0	0	0	0	4	0	5	3	0	0	0	4	0	0	0	0	0	0	
Durusdinium45083	6	7	1	19	0	0	0	0	19	0	17	22	18	19	21	0	1	29	9	0	6	21	0	22	
Durusdinium45085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	1	
Durusdinium45091	0	0	0	0	0	0	0	0	5	0	4	5	1	2	1	0	0	2	0	0	0	1	0	6	
Durusdinium45096	0	0	1	1	0	0	0	0	3	0	1	2	1	1	0	0	0	2	0	0	2	1	1	4	
Durusdinium45098	2	0	0	2	0	0	0	0	5	6	5	14	6	9	6	0	0	7	0	0	0	1	6	5	
Durusdinium45102	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45103	3	1	9	8	0	0	0	0	29	0	20	30	20	27	22	0	7	44	5	0	1	27	13	42	
Durusdinium45105	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45115	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	1	0	0	
Durusdinium45116	0	2	0	0	0	0	0	0	4	0	0	2	2	0	2	0	0	5	0	0	2	2	0	1	
Durusdinium45124	5	0	0	0	0	0	0	0	1	0	2	2	1	2	1	0	0	3	1	0	0	1	0	2	
Durusdinium45128	0	0	0	0	0	0	0	0	0	0	0	5	1	2	2	0	0	1	0	0	1	0	0	3	
Durusdinium45130	1	0	3	1	0	0	0	0	5	0	3	8	4	4	12	0	0	5	3	0	4	4	2	6	
Durusdinium45131	0	0	0	1	0	0	0	0	8	0	1	12	5	1	2	0	0	6	0	0	0	4	10	7	
Durusdinium45134	0	0	0	0	0	0	0	0	3	0	0	1	3	5	1	0	0	3	0	0	0	4	0	8	
Durusdinium45138	0	0	0	0	0	0	0	0	0	0	1	3	4	1	3	0	0	1	0	0	0	8	0	8	
Durusdinium4514	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	2	7	6	
Durusdinium45142	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	
Durusdinium4515	0	3	0	8	0	0	0	0	0	0	1	0	2	4	0	0	0	1	0	0	0	4	0	1	
Durusdinium45159	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium4516	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45163	0	0	0	0	0	0	0	0	1	0	1	2	1	3	1	0	0	4	0	0	0	5	0	1	
Durusdinium45164	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45167	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	
Durusdinium4518	0	0	1	0	0	0	0	0	0	7	2	4	1	0	2	0	0	4	0	0	3	5	0	6	
Durusdinium45180	1	1	2	0	0	0	0	0	4	2	5	3	2	10	3	0	0	4	1	0	1	4	0	7	
Durusdinium45181	0	0	0	3	0	0	0	0	1	0	1	0	1	0	1	0	0	1	2	0	2	3	0	1	
Durusdinium45190	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45191	0	0	3	5	0	0	0	0	1	0	2	3	3	9	0	0	0	2	0	0	0	7	0	11	
Durusdinium45208	33	27	56	62	0	0	0	0	162	8	113	201	169	181	186	0	0	204	42	0	99	126	30	229	
Durusdinium45209	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45211	0	5	0	0	0	0	0	0	1	0	4	2	1	7	0	0	0	5	0	0	0	1	13	0	
Durusdinium45214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium45218	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Durusdinium4522	0	0	1	3	0	0	0	0	6	1	2	3	2	3	3	0	0	2	0	0	0	3	0	0	
Durusdinium45221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium45224	3	6	5	8	0	0	0	0	33	1	19	37	34	25	34	0	0	52	0	0	30	20	0	38	
Durusdinium4523	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45233	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
Durusdinium45236	2	1	8	2	0	0	0	0	10	0	3	9	8	4	11	0	0	7	0	0	2	8	0	12	
Durusdinium45239	0	1	3	5	0	0	0	0	15	6	6	9	6	13	10	0	0	9	8	0	12	7	0	14	
Durusdinium4524	0	6	0	2	0	0	0	0	13	0	10	23	16	16	15	0	0	10	0	0	0	10	8	11	
Durusdinium45241	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45243	0	0	1	0	0	0	0	0	0	0	2	5	4	1	3	0	0	10	0	0	0	2	0	0	
Durusdinium45245	3	1	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	1	0	0	0	0	0	
Durusdinium45246	6	3	10	11	0	0	0	0	18	2	10	17	9	15	15	0	0	15	4	0	3	12	1	8	
Durusdinium4525	0	1	0	0	0	0	0	0	3	0	1	4	8	1	3	0	0	18	0	0	0	4	0	8	
Durusdinium45262	4	0	7	8	0	0	0	0	27	0	8	17	15	11	12	0	0	19	0	0	2	29	0	26	
Durusdinium45263	1	2	1	0	0	0	0	0	0	0	0	4	1	4	4	0	0	7	0	0	0	1	0	3	
Durusdinium45268	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Durusdinium45270	0	0	0	0	0	0	0	0	1	0	8	1	2	0	1	0	0	1	0	0	0	1	0	2	
Durusdinium45279	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	
Durusdinium4528	23	3	8	3	0	0	0	0	30	0	10	43	19	45	26	0	0	33	0	0	1	26	0	31	
Durusdinium45280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
Durusdinium45286	5	0	8	1	0	0	0	0	8	3	12	22	17	22	26	0	0	19	2	0	9	11	2	21	
Durusdinium45290	5	7	13	3	0	0	0	0	23	0	15	44	37	19	25	0	1	27	5	0	5	12	2	45	
Durusdinium45291	2	5	6	1	0	0	0	0	1	0	3	10	7	11	6	0	0	22	7	0	13	7	0	13	
Durusdinium45294	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45302	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
Durusdinium45310	0	0	3	1	0	0	0	0	6	0	7	11	17	19	7	0	0	12	0	0	0	8	0	19	
Durusdinium45312	2	2	4	1	0	0	0	0	9	0	1	7	9	10	1	0	0	2	0	0	0	12	0	9	
Durusdinium4532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
Durusdinium45324	10	3	5	11	0	0	0	0	27	3	10	18	27	40	26	0	0	15	10	0	12	8	2	39	
Durusdinium45334	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Durusdinium45337	0	0	5	6	0	0	0	0	4	0	6	14	17	8	5	0	0	13	1	0	0	4	0	16	
Durusdinium45349	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	
Durusdinium45350	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	
Durusdinium45355	12	11	30	10	0	0	0	0	36	6	29	48	44	27	27	0	0	30	0	0	0	22	0	49	
Durusdinium45362	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	
Durusdinium45375	0	0	0	0	0	0	0	0	1	0	0	5	0	7	0	0	0	3	0	0	1	0	0	4	
Durusdinium45381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Durusdinium45382	0	0	1	1	0	0	0	0	5	0	3	10	11	11	22	0	0	7	1	0	0	2	0	12	
Durusdinium45387	0	3	0	2	0	0	0	0	4	5	1	5	1	4	6	0	0	4	0	0	0	1	0	2	
Durusdinium4539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	4	
Durusdinium45392	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	
Durusdinium45397	11	5	7	2	0	0	0	0	10	0	2	18	7	7	22	0	0	14	0	0	14	10	2	21	
Durusdinium4540	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	
